time_s,charge_current_a,soc,terminal_voltage_v,average_temperature_c,control_mode,optimizer_success,prediction_feasible,used_fallback,safety_override,target_current_cap_active,solve_time_s,predicted_maximum_voltage_v,predicted_maximum_temperature_c,source
140.0,8.0,0.15889225653447808,3.745740822505091,30.071104784142733,startup_reference_governor,True,True,False,False,False,0.0,3.7363883560989533,30.0520758315077,chen2020_dfn
145.0,6.800828395146761,0.16078137553312993,3.727510366752339,30.205722527775436,thermal_budget_mpc,True,True,False,False,False,0.6204456999985268,3.788297933287981,33.50000000808495,chen2020_dfn
150.0,8.0,0.16300359775535211,3.7482305065114545,30.383183120169804,startup_reference_governor,True,True,False,False,False,0.0,3.7448752920625767,30.36665005535629,chen2020_dfn
155.0,6.0,0.16467026442201876,3.715530840711345,30.48628861673376,thermal_budget_mpc,True,True,False,False,False,0.4288173999993887,3.7812233363307457,33.50000000947839,chen2020_dfn
160.0,8.0,0.16689248664424094,3.749369851043605,30.65945369719384,startup_reference_governor,True,True,False,False,False,0.0,3.751566924482694,30.64511044295343,chen2020_dfn
165.0,6.000000000000001,0.1685591533109077,3.717361400352929,30.75929973538348,thermal_budget_mpc,True,True,False,False,False,0.49720909999996366,3.7762431431281924,33.500000082621874,chen2020_dfn
170.0,8.0,0.1707813755331299,3.7516307877166666,30.92900298459722,startup_reference_governor,True,True,False,False,False,0.0,3.7589512122706368,30.916710169136884,chen2020_dfn
175.0,6.0,0.1724480421997966,3.719955435456291,31.026051404620944,thermal_budget_mpc,True,True,False,False,False,0.45578179999938584,3.768711425100509,33.50000007416555,chen2020_dfn
180.0,8.0,0.17467026442201883,3.7544714442288347,31.19277289805683,startup_reference_governor,True,True,False,False,False,0.0,3.766583434741429,31.182419378818672,chen2020_dfn
185.0,5.999999999999999,0.17633693108868548,3.7229805985686872,31.28732689452056,thermal_budget_mpc,True,True,False,False,False,0.5498219999990397,3.7641206935374076,33.500000011145175,chen2020_dfn
190.0,7.999999999999999,0.17855915331090766,3.7576625860473336,31.451396070257317,startup_reference_governor,True,True,False,False,False,0.0,3.7742155868904104,31.442840934644096,chen2020_dfn
195.0,6.000000000000001,0.1802258199775743,3.726276545119752,31.543671786578273,thermal_budget_mpc,True,True,False,False,False,0.47300730000097246,3.7587276846310433,33.50000000012982,chen2020_dfn
200.0,5.001300965284702,0.181615070245709,3.7052377740006994,31.60232811826569,thermal_budget_mpc,True,True,False,False,False,0.2725609999997687,3.76178846540235,33.500000001845024,chen2020_dfn
205.0,5.00129370902911,0.18300431849821708,3.7021848104074504,31.658885896062316,thermal_budget_mpc,True,True,False,False,False,0.19551380000120844,3.761421479056442,33.500000000742304,chen2020_dfn
210.0,5.001278336398792,0.18439356248055006,3.7001476219527087,31.713761311831092,thermal_budget_mpc,True,True,False,False,False,0.2383826000004774,3.7610594569728035,33.500000008631474,chen2020_dfn
